,temp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time
284,-144,1229,15774,1124,-61,78,-142,1582,-680,-2994,2022-10-21 16:19:42.658253
285,-146,1146,15870,1085,-34,123,-144,1538,-673,-3078,2022-10-21 16:19:42.799701
286,-145,1208,15914,1052,-72,140,-164,1535,-692,-3105,2022-10-21 16:19:42.926504
287,-143,1153,15952,1044,-38,130,-154,1524,-674,-3063,2022-10-21 16:19:43.053279
288,-145,1250,15965,1063,-127,132,-171,1520,-669,-3047,2022-10-21 16:19:43.179822
289,-144,1190,15948,1211,27,147,-158,1544,-695,-3074,2022-10-21 16:19:43.309838
290,-143,1290,16107,832,-144,179,-143,1529,-666,-3073,2022-10-21 16:19:43.436710
291,-144,1128,15851,1255,-43,195,-185,1529,-634,-3101,2022-10-21 16:19:43.566322
292,-144,1301,16014,941,-66,301,-135,1550,-669,-3100,2022-10-21 16:19:43.689002
293,-146,1211,15901,1110,-45,310,-134,1532,-672,-3054,2022-10-21 16:19:43.815310
294,-145,1431,15989,1034,-45,247,-160,1564,-674,-3097,2022-10-21 16:19:43.939533
295,-145,1279,15914,1090,-70,218,-144,1589,-641,-3080,2022-10-21 16:19:44.069793
296,-144,1271,15956,1053,-50,150,-153,1550,-671,-3055,2022-10-21 16:19:44.194337
297,-146,1277,15966,1143,-71,138,-157,1541,-670,-3061,2022-10-21 16:19:44.323745
298,-145,1234,15918,1056,-69,142,-155,1552,-627,-3069,2022-10-21 16:19:44.451855
299,-145,1236,15947,1079,-54,123,-150,1576,-650,-3038,2022-10-21 16:19:44.577872
300,-146,1269,15966,1098,-36,131,-155,1549,-655,-3057,2022-10-21 16:19:44.703896
301,-145,1257,15961,1097,-54,138,-155,1573,-642,-3034,2022-10-21 16:19:44.836478
302,-145,1243,15947,1116,-61,125,-171,1537,-653,-3106,2022-10-21 16:19:44.964867
303,-142,1274,15935,1052,-66,122,-163,1557,-624,-3111,2022-10-21 16:19:45.092010
304,-145,1231,15940,1082,-54,133,-154,1533,-653,-3024,2022-10-21 16:19:45.215179
305,-145,1251,15970,1105,-46,126,-160,1541,-658,-3070,2022-10-21 16:19:45.342517
306,-146,1262,15936,1065,-65,134,-149,1594,-640,-3049,2022-10-21 16:19:45.469383
307,-145,1263,15965,1095,-50,124,-154,1550,-676,-3017,2022-10-21 16:19:45.596272
308,-143,1245,15950,1082,-65,128,-154,1557,-664,-3040,2022-10-21 16:19:45.726472
309,-145,1244,15943,1067,-65,130,-147,1553,-647,-2968,2022-10-21 16:19:45.852131
310,-143,1256,15967,1109,-58,126,-159,1540,-643,-2997,2022-10-21 16:19:45.981555
311,-144,1201,15927,1069,-75,133,-163,1548,-689,-3124,2022-10-21 16:19:46.109458
312,-146,1220,15964,1127,-52,125,-160,1564,-692,-3058,2022-10-21 16:19:46.238822
313,-144,1227,15927,1044,-77,122,-155,1547,-658,-3037,2022-10-21 16:19:46.366785
314,-144,1257,15927,1077,-59,129,-157,1579,-686,-3050,2022-10-21 16:19:46.493950
315,-147,1257,15957,1110,-73,133,-162,1575,-646,-3040,2022-10-21 16:19:46.620869
316,-144,1260,15930,1055,-79,140,-150,1554,-656,-3075,2022-10-21 16:19:46.748781
317,-146,1255,15966,1102,-61,126,-164,1544,-638,-3079,2022-10-21 16:19:46.874102
318,-144,1265,15967,1087,-58,121,-162,1518,-648,-3025,2022-10-21 16:19:47.000790
319,-145,1237,15932,1049,-67,137,-148,1572,-620,-3008,2022-10-21 16:19:47.126415
320,-145,1260,15971,1143,-61,125,-160,1544,-650,-3015,2022-10-21 16:19:47.254150
321,-143,1331,16099,1011,-39,167,-117,1526,-633,-3156,2022-10-21 16:19:47.378600
322,-146,1122,16078,1003,-84,110,-226,1560,-629,-3063,2022-10-21 16:19:47.509743
323,-145,1158,16040,1127,-70,119,-166,1548,-661,-3094,2022-10-21 16:19:47.636331
324,-146,1171,15960,1107,-52,117,-135,1546,-659,-3046,2022-10-21 16:19:47.763692
325,-145,1219,16052,1029,-77,120,-152,1507,-658,-3106,2022-10-21 16:19:47.890700
326,-145,1225,15958,1143,-43,124,-141,1522,-649,-3046,2022-10-21 16:19:48.017205
327,-145,1278,15945,1036,-74,146,-137,1544,-620,-2994,2022-10-21 16:19:48.144412
328,-144,1279,16007,1044,-87,130,-163,1549,-673,-3049,2022-10-21 16:19:48.274230
329,-144,1278,15884,1216,-43,153,-165,1558,-637,-3043,2022-10-21 16:19:48.398555
330,-145,1372,16059,900,-56,132,-146,1568,-627,-3033,2022-10-21 16:19:48.529398
331,-144,1412,15962,1185,-55,155,-170,1538,-622,-3065,2022-10-21 16:19:48.655628
332,-145,1218,15999,1001,-86,137,-164,1554,-637,-3032,2022-10-21 16:19:48.784931
333,-147,1175,15978,1126,-57,173,-146,1544,-667,-3044,2022-10-21 16:19:48.909377
334,-146,1357,15878,1149,-44,390,-172,1498,-646,-3118,2022-10-21 16:19:49.035210
335,-148,993,15895,991,-154,223,-134,1580,-609,-3081,2022-10-21 16:19:49.162536
336,-146,1779,15851,1192,19,315,-146,1561,-625,-3068,2022-10-21 16:19:49.290258
337,-146,923,15987,968,-12,1397,-50,1540,-609,-3087,2022-10-21 16:19:49.419700
338,-145,909,16123,1197,68,2443,9,1598,-556,-3071,2022-10-21 16:19:49.548804
339,-146,909,15825,1332,161,3464,-6,1799,-677,-3026,2022-10-21 16:19:49.677543
340,-143,954,15984,1274,181,3879,52,1913,-661,-2921,2022-10-21 16:19:49.806111
341,-145,1119,15847,1306,82,3504,67,2039,-682,-2855,2022-10-21 16:19:49.935228
342,-146,892,16163,1341,183,3078,9,2120,-714,-2820,2022-10-21 16:19:50.064020
343,-144,854,16071,1257,-16,2878,28,2208,-761,-2760,2022-10-21 16:19:50.193173
344,-145,1421,15933,1201,165,2845,36,2236,-736,-2644,2022-10-21 16:19:50.319248
345,-144,1429,16035,978,112,2934,-6,2325,-744,-2592,2022-10-21 16:19:50.445218
346,-145,1095,15895,1426,68,2840,21,2323,-762,-2561,2022-10-21 16:19:50.572124
347,-145,1177,15857,1193,81,2445,-34,2329,-759,-2468,2022-10-21 16:19:50.699912
348,-146,1587,15829,1316,59,2149,-74,2343,-784,-2395,2022-10-21 16:19:50.835225
349,-146,1242,15711,1287,71,1735,-71,2361,-817,-2348,2022-10-21 16:19:50.961622
350,-147,1274,16240,1133,-14,1349,-50,2356,-808,-2274,2022-10-21 16:19:51.094382
351,-147,1446,16238,1308,-5,1158,-75,2293,-779,-2294,2022-10-21 16:19:51.222360
352,-147,1611,15784,1553,-6,771,-140,2286,-786,-2189,2022-10-21 16:19:51.349236
353,-146,1402,15898,974,-62,53,-84,2341,-806,-2229,2022-10-21 16:19:51.477007
354,-145,1368,16004,901,-88,99,-144,2327,-810,-2225,2022-10-21 16:19:51.607699
355,-146,1223,16000,1328,-45,17,-179,2299,-789,-2260,2022-10-21 16:19:51.735663
356,-144,1318,15764,1253,-114,140,-143,2324,-845,-2218,2022-10-21 16:19:51.864550
357,-146,1433,16101,1293,79,245,-121,2298,-760,-2160,2022-10-21 16:19:51.993158
358,-143,1214,16074,1039,-169,151,-142,2385,-790,-2214,2022-10-21 16:19:52.122265
359,-145,1254,15842,1338,14,127,-156,2349,-826,-2202,2022-10-21 16:19:52.250188
360,-149,1240,16051,1035,-102,136,-144,2407,-837,-2305,2022-10-21 16:19:52.374303
361,-145,1270,15788,1312,-46,126,-144,2348,-780,-2244,2022-10-21 16:19:52.502390
362,-147,1296,16094,1039,-62,142,-142,2323,-805,-2258,2022-10-21 16:19:52.630032
363,-145,1297,15888,1290,-106,130,-143,2384,-798,-2243,2022-10-21 16:19:52.758542
364,-145,1273,16022,1038,-48,130,-145,2373,-802,-2249,2022-10-21 16:19:52.883983
365,-145,1259,15973,1263,-87,129,-134,2386,-833,-2255,2022-10-21 16:19:53.012435
366,-144,1261,15940,1118,-44,119,-144,2357,-823,-2286,2022-10-21 16:19:53.141984
367,-145,1258,15998,1180,-64,138,-138,2384,-829,-2228,2022-10-21 16:19:53.269651
368,-145,1254,15926,1209,-53,135,-140,2346,-786,-2220,2022-10-21 16:19:53.395199
369,-146,1339,15910,1220,108,128,-135,2363,-836,-2251,2022-10-21 16:19:53.522211
370,-147,1464,16430,346,-122,164,-136,2371,-824,-2276,2022-10-21 16:19:53.649860
371,-147,1231,15625,1392,-238,187,-174,2346,-810,-2217,2022-10-21 16:19:53.776321
372,-147,1123,16183,1098,122,105,-143,2357,-832,-2213,2022-10-21 16:19:53.900553
373,-147,1379,16156,1165,-120,135,-130,2353,-809,-2232,2022-10-21 16:19:54.030010
374,-146,1375,15963,1312,32,142,-127,2365,-805,-2280,2022-10-21 16:19:54.162592
375,-145,1307,16156,887,-34,135,-170,2354,-848,-2228,2022-10-21 16:19:54.292607
376,-146,1235,15954,1302,-103,140,-148,2422,-837,-2277,2022-10-21 16:19:54.419333
377,-144,1237,15990,1102,-9,139,-158,2381,-820,-2266,2022-10-21 16:19:54.548760
378,-147,1490,15875,1044,-83,236,-163,2344,-869,-2200,2022-10-21 16:19:54.677927
379,-144,1265,15618,1057,-104,157,-153,2392,-831,-2220,2022-10-21 16:19:54.811374
380,-146,1171,15891,1134,29,139,-154,2355,-840,-2273,2022-10-21 16:19:54.938235
381,-146,1442,16054,930,-149,154,-114,2367,-837,-2201,2022-10-21 16:19:55.070376
382,-147,1307,16018,1190,-26,127,-123,2362,-801,-2198,2022-10-21 16:19:55.198830
383,-146,1319,16049,1270,-114,128,-139,2362,-855,-2269,2022-10-21 16:19:55.326443
384,-145,1370,16057,1194,-7,100,-137,2363,-856,-2261,2022-10-21 16:19:55.457841
385,-145,1264,15632,1276,-170,28,-145,2371,-839,-2213,2022-10-21 16:19:55.582644
386,-146,1473,16096,1076,45,-63,-141,2334,-825,-2256,2022-10-21 16:19:55.713728
387,-144,2147,15892,1185,-174,-1109,-167,2392,-858,-2228,2022-10-21 16:19:55.842856
388,-146,2287,16189,1059,15,397,-228,2337,-798,-2288,2022-10-21 16:19:55.971231
389,-147,1392,16043,1095,-172,147,-195,2357,-852,-2255,2022-10-21 16:19:56.099169
390,-144,1537,15882,1230,-8,-1018,-261,2437,-880,-2295,2022-10-21 16:19:56.226934
391,-146,1786,16005,932,-242,-1874,-228,2442,-868,-2287,2022-10-21 16:19:56.350301
392,-144,2414,16050,1434,-230,-3009,-327,2359,-833,-2381,2022-10-21 16:19:56.479882
393,-146,1564,16183,1087,-320,-3681,-335,2393,-818,-2501,2022-10-21 16:19:56.610106
394,-143,1642,15781,1434,-314,-4138,-400,2332,-804,-2645,2022-10-21 16:19:56.737954
395,-143,2162,15902,1236,-230,-4030,-372,2238,-781,-2753,2022-10-21 16:19:56.868792
396,-149,1361,16052,1417,-313,-3774,-379,2199,-788,-2828,2022-10-21 16:19:56.994565
397,-145,1528,16211,1304,-246,-3162,-322,2076,-739,-2856,2022-10-21 16:19:57.121982
398,-146,1992,16228,998,-264,-2757,-344,1943,-722,-2950,2022-10-21 16:19:57.249196
399,-144,1378,15907,1237,-206,-2734,-323,1858,-691,-3014,2022-10-21 16:19:57.376747
400,-144,1040,16110,799,-374,-2377,-332,1730,-695,-3082,2022-10-21 16:19:57.501216
401,-142,869,16298,1236,-135,-1934,-271,1656,-681,-3086,2022-10-21 16:19:57.629244
402,-146,1059,16234,1146,-170,-1292,-230,1565,-634,-3099,2022-10-21 16:19:57.756288
403,-146,107,15692,1140,-184,-686,-162,1592,-656,-3125,2022-10-21 16:19:57.885979
404,-148,698,16097,944,-120,-92,-149,1514,-717,-3051,2022-10-21 16:19:58.010409
405,-148,1216,15843,1129,-5,392,-136,1480,-698,-3081,2022-10-21 16:19:58.139889
406,-144,1614,15988,1201,-120,185,-150,1493,-637,-3082,2022-10-21 16:19:58.269484
407,-145,1376,16094,1124,-29,-100,-172,1508,-645,-3057,2022-10-21 16:19:58.397943
408,-144,1275,15975,934,-82,195,-141,1481,-658,-3063,2022-10-21 16:19:58.522927
409,-145,1255,15791,1308,-123,161,-151,1515,-698,-3108,2022-10-21 16:19:58.652717
410,-146,1223,15881,1049,-45,137,-150,1515,-687,-3158,2022-10-21 16:19:58.784871
411,-146,1041,15840,1233,-43,367,-132,1498,-655,-3096,2022-10-21 16:19:58.919908
412,-146,1324,15991,923,-52,478,-161,1516,-617,-3089,2022-10-21 16:19:59.047161
413,-147,1382,15774,1076,-48,92,-145,1523,-648,-3084,2022-10-21 16:19:59.180293
414,-145,1217,15834,1173,-57,12,-168,1512,-693,-3103,2022-10-21 16:19:59.307847
415,-145,1271,16027,942,-121,152,-160,1503,-681,-3080,2022-10-21 16:19:59.440154
416,-145,1249,15904,1154,-46,184,-115,1502,-679,-3091,2022-10-21 16:19:59.567227
417,-144,1233,16006,1066,-66,153,-154,1534,-640,-3109,2022-10-21 16:19:59.698260
418,-143,1261,15942,1061,-34,138,-173,1516,-669,-3119,2022-10-21 16:19:59.826586
419,-144,1348,15962,1085,-110,59,-158,1522,-689,-3107,2022-10-21 16:19:59.956920
420,-141,1137,15971,1055,-69,161,-130,1511,-673,-3073,2022-10-21 16:20:00.083877
421,-146,1297,15983,1110,-71,218,-159,1502,-667,-3096,2022-10-21 16:20:00.215242
422,-146,1282,15949,1045,-78,144,-151,1487,-686,-3097,2022-10-21 16:20:00.344223
423,-147,1267,15977,1109,-59,129,-166,1505,-681,-3099,2022-10-21 16:20:00.475820
424,-148,1267,15825,1053,-105,85,-159,1497,-651,-3122,2022-10-21 16:20:00.603323
425,-146,1245,15810,1233,-72,139,-150,1495,-617,-3060,2022-10-21 16:20:00.731339
426,-146,1260,15985,992,-32,146,-162,1517,-659,-3063,2022-10-21 16:20:00.857943
427,-142,1328,15977,953,-116,99,-152,1506,-640,-3100,2022-10-21 16:20:00.986084
428,-145,1151,15858,1158,-40,99,-158,1514,-657,-3041,2022-10-21 16:20:01.109881
429,-144,1278,15800,1190,-55,154,-148,1530,-672,-3095,2022-10-21 16:20:01.239327
430,-147,1256,16007,915,-71,125,-159,1525,-667,-3068,2022-10-21 16:20:01.365087
431,-143,1225,15849,1130,-34,302,-165,1534,-646,-3148,2022-10-21 16:20:01.503198
432,-147,1306,16127,1059,6,484,-128,1536,-630,-3057,2022-10-21 16:20:01.629929
433,-145,1250,16031,1018,-97,152,-103,1526,-655,-3048,2022-10-21 16:20:01.756863
434,-144,1465,16169,722,-58,415,-100,1507,-643,-3051,2022-10-21 16:20:01.883262
435,-146,1293,15829,867,-49,986,-151,1530,-616,-3029,2022-10-21 16:20:02.011802
436,-146,689,15667,1006,12,1828,-62,1573,-638,-3052,2022-10-21 16:20:02.141689
437,-143,1533,15781,1017,13,2462,-55,1635,-645,-3021,2022-10-21 16:20:02.270509
438,-147,1111,15784,1372,216,3003,-12,1775,-702,-2956,2022-10-21 16:20:02.397627
439,-146,1013,15856,936,94,3644,54,1878,-678,-2952,2022-10-21 16:20:02.526137
440,-145,1212,15898,1427,100,3899,34,2024,-710,-2868,2022-10-21 16:20:02.653869
441,-147,880,15863,1113,140,4004,26,2150,-706,-2806,2022-10-21 16:20:02.787644
442,-147,1156,15972,1473,146,4275,109,2229,-744,-2664,2022-10-21 16:20:02.912961
443,-143,1137,16032,1573,150,4288,57,2323,-730,-2518,2022-10-21 16:20:03.040634
444,-143,1429,16282,1457,116,3897,107,2317,-751,-2409,2022-10-21 16:20:03.171172
445,-144,1856,15982,1375,78,3160,10,2360,-775,-2318,2022-10-21 16:20:03.300080
446,-143,1505,15683,1317,26,2248,11,2375,-793,-2325,2022-10-21 16:20:03.427414
447,-142,1402,15836,1059,73,1586,25,2335,-770,-2205,2022-10-21 16:20:03.564290
448,-146,1222,16048,1098,-50,1358,-147,2314,-799,-2209,2022-10-21 16:20:03.695591
449,-143,1592,16130,1298,36,844,-115,2340,-798,-2159,2022-10-21 16:20:03.826648
450,-143,1512,16088,953,-115,89,-95,2344,-829,-2168,2022-10-21 16:20:03.954684
451,-146,1066,16080,866,-183,148,-189,2311,-805,-2163,2022-10-21 16:20:04.085142
452,-143,818,15876,1260,43,101,-190,2325,-777,-2145,2022-10-21 16:20:04.215266
453,-144,1106,16131,1064,-35,100,-144,2322,-786,-2158,2022-10-21 16:20:04.346579
454,-144,1135,16078,1030,-106,122,-160,2339,-750,-2180,2022-10-21 16:20:04.473184
455,-146,1147,15713,1288,-67,127,-152,2320,-833,-2196,2022-10-21 16:20:04.605350
456,-144,1209,15962,1186,-73,124,-135,2355,-811,-2137,2022-10-21 16:20:04.736875
457,-145,1236,15800,1178,-103,114,-170,2356,-795,-2204,2022-10-21 16:20:04.864806
458,-145,1286,16090,1068,-16,92,-148,2341,-769,-2179,2022-10-21 16:20:04.991743
459,-146,1284,16120,1053,-147,72,-233,2344,-818,-2205,2022-10-21 16:20:05.120144
460,-143,1140,15870,1415,-49,78,-132,2327,-796,-2150,2022-10-21 16:20:05.256987
461,-146,1479,16008,1130,-134,94,-106,2334,-813,-2194,2022-10-21 16:20:05.389395
462,-146,1250,15944,1171,-13,137,-161,2355,-841,-2155,2022-10-21 16:20:05.513628
463,-146,1374,15952,1081,-74,113,-111,2342,-811,-2200,2022-10-21 16:20:05.642464
464,-143,1419,15886,1192,-46,136,-140,2324,-833,-2181,2022-10-21 16:20:05.773057
465,-147,1261,15932,1157,-94,140,-151,2312,-830,-2153,2022-10-21 16:20:05.898144
466,-144,1273,16077,979,-22,124,-131,2333,-836,-2124,2022-10-21 16:20:06.024829
467,-147,1338,15864,1256,-143,132,-138,2372,-835,-2156,2022-10-21 16:20:06.152712
468,-147,1325,15906,1221,8,136,-149,2338,-841,-2096,2022-10-21 16:20:06.282145
469,-144,1193,15943,1229,-85,124,-151,2339,-845,-2136,2022-10-21 16:20:06.405123
470,-145,1183,15894,1114,-56,115,-136,2381,-811,-2162,2022-10-21 16:20:06.528144
471,-145,1301,15923,1112,-92,110,-132,2362,-797,-2186,2022-10-21 16:20:06.653264
472,-146,1329,15961,1158,-51,112,-144,2358,-817,-2133,2022-10-21 16:20:06.785610
473,-145,1378,15897,1250,-81,145,-143,2392,-870,-2219,2022-10-21 16:20:06.911271
474,-143,1343,16112,1024,4,130,-147,2358,-848,-2110,2022-10-21 16:20:07.041093
475,-144,1472,15954,1194,-83,164,-133,2380,-843,-2118,2022-10-21 16:20:07.169494
476,-145,1395,15742,1361,-47,-198,-193,2367,-855,-2152,2022-10-21 16:20:07.299325
477,-145,1470,15971,860,-115,-836,-160,2382,-854,-2227,2022-10-21 16:20:07.426420
478,-146,1762,15938,1216,-67,134,-197,2307,-793,-2211,2022-10-21 16:20:07.551870
479,-145,2252,16007,1207,-127,-251,-216,2372,-827,-2226,2022-10-21 16:20:07.681597
480,-145,1912,15822,1110,-69,-1050,-167,2414,-903,-2202,2022-10-21 16:20:07.809519
481,-143,1841,15606,1301,-251,-1870,-166,2399,-878,-2226,2022-10-21 16:20:07.937980
482,-148,1583,15761,1105,-153,-2295,-294,2378,-822,-2360,2022-10-21 16:20:08.062263
483,-145,1195,15769,1037,-240,-2488,-196,2348,-814,-2381,2022-10-21 16:20:08.192351
484,-146,1414,15959,1377,-183,-2636,-333,2391,-785,-2491,2022-10-21 16:20:08.326560
485,-143,1577,16140,1088,-260,-2924,-325,2302,-763,-2536,2022-10-21 16:20:08.458894
486,-143,923,16995,1336,-304,-2953,-331,2310,-829,-2585,2022-10-21 16:20:08.584756
487,-143,808,15961,1305,-342,-3107,-344,2275,-847,-2672,2022-10-21 16:20:08.713789
488,-143,-160,16575,1185,-396,-3027,-170,2211,-817,-2711,2022-10-21 16:20:08.843299
489,-144,1158,15386,1811,-293,-2729,-308,2021,-771,-2832,2022-10-21 16:20:08.969384
490,-147,1050,16012,503,47,-2640,-489,1883,-738,-2890,2022-10-21 16:20:09.096293
491,-144,936,16128,979,-387,-2506,-217,1824,-692,-2907,2022-10-21 16:20:09.228456
492,-146,741,15605,1005,-221,-1897,-325,1712,-642,-2982,2022-10-21 16:20:09.355245
493,-143,1102,16979,961,-84,-1579,-248,1568,-643,-3019,2022-10-21 16:20:09.480741
494,-145,958,16127,1407,-289,-1061,-201,1551,-642,-3022,2022-10-21 16:20:09.611680
495,-144,1292,16283,460,-64,-559,-221,1485,-622,-3039,2022-10-21 16:20:09.739960
496,-143,1029,16581,825,-185,-52,-207,1532,-655,-2993,2022-10-21 16:20:09.866107
497,-147,1468,16154,977,-23,162,-154,1487,-646,-3010,2022-10-21 16:20:09.995047
498,-146,1173,15741,1146,-204,183,-154,1504,-657,-2984,2022-10-21 16:20:10.123868
499,-145,1099,15824,1107,15,138,-142,1525,-636,-3035,2022-10-21 16:20:10.253572
500,-145,1098,16041,893,-167,151,-138,1494,-643,-3067,2022-10-21 16:20:10.383185
501,-145,1270,15737,1293,-107,142,-163,1536,-638,-3017,2022-10-21 16:20:10.508993
502,-146,1256,15974,936,-127,194,-146,1489,-608,-3027,2022-10-21 16:20:10.635526
503,-143,1272,15862,1204,-31,148,-155,1557,-658,-3048,2022-10-21 16:20:10.769990
504,-146,1279,15945,993,-91,133,-149,1510,-642,-3025,2022-10-21 16:20:10.899075
505,-144,1199,15791,1213,-51,150,-164,1526,-619,-3064,2022-10-21 16:20:11.023660
506,-145,1295,15994,1067,-45,129,-158,1531,-592,-3051,2022-10-21 16:20:11.150654
507,-144,1239,15892,1116,-90,132,-143,1504,-618,-3026,2022-10-21 16:20:11.277501
508,-144,1250,15969,1107,-47,115,-147,1527,-650,-3074,2022-10-21 16:20:11.404913
509,-145,1239,15943,1126,-76,129,-153,1523,-635,-3065,2022-10-21 16:20:11.531290
510,-145,1035,15849,1181,11,208,-137,1506,-672,-3017,2022-10-21 16:20:11.661598
511,-144,1207,15976,1034,-108,409,-151,1522,-597,-3056,2022-10-21 16:20:11.792133
512,-147,1503,15965,1105,-24,332,-174,1514,-603,-3065,2022-10-21 16:20:11.923402
513,-145,1359,15928,1106,-73,230,-177,1491,-604,-3008,2022-10-21 16:20:12.048836
514,-145,1188,15908,1062,-48,125,-164,1482,-595,-3027,2022-10-21 16:20:12.178847
515,-145,1233,15964,1114,-57,118,-162,1554,-608,-3067,2022-10-21 16:20:12.303150
516,-143,1281,15941,1116,-71,144,-162,1566,-639,-3071,2022-10-21 16:20:12.426876
517,-144,1273,15923,1047,-78,137,-167,1487,-562,-2973,2022-10-21 16:20:12.552352
518,-145,1259,15965,1132,-48,130,-154,1542,-579,-3029,2022-10-21 16:20:12.678998
519,-147,1250,15905,1154,-101,138,-151,1514,-620,-3026,2022-10-21 16:20:12.803955
520,-145,1256,15958,1041,-33,127,-143,1557,-609,-3062,2022-10-21 16:20:12.923713
521,-147,1264,15936,1117,-73,135,-150,1586,-616,-3050,2022-10-21 16:20:13.050159
522,-144,1246,15965,1107,-45,135,-161,1513,-586,-3061,2022-10-21 16:20:13.171866
523,-145,1281,15942,1200,-36,137,-162,1551,-610,-3030,2022-10-21 16:20:13.295097
524,-143,1168,16043,921,-80,218,-118,1539,-592,-3010,2022-10-21 16:20:13.425079
525,-146,1055,16158,1036,-135,298,-111,1538,-549,-3072,2022-10-21 16:20:13.552744
526,-144,1451,15931,899,39,328,-163,1526,-600,-3037,2022-10-21 16:20:13.682128
527,-144,1718,15913,694,-62,380,-141,1527,-614,-3069,2022-10-21 16:20:13.809036
528,-146,1051,15672,1450,-30,1049,-110,1574,-578,-2993,2022-10-21 16:20:13.942036
529,-144,493,15970,790,106,2178,-97,1582,-558,-3044,2022-10-21 16:20:14.070150
530,-147,513,15954,1184,-5,3054,-4,1760,-620,-3001,2022-10-21 16:20:14.202502
531,-146,1300,16161,1522,191,3445,216,1839,-590,-2946,2022-10-21 16:20:14.331927
532,-146,1713,16422,1244,147,3146,-8,1949,-652,-2881,2022-10-21 16:20:14.460317
533,-144,1312,15380,1450,117,3343,56,2068,-696,-2839,2022-10-21 16:20:14.588894
534,-146,1232,15708,1356,317,3458,-6,2169,-648,-2725,2022-10-21 16:20:14.721089
535,-146,1687,16114,1329,71,3667,-5,2225,-670,-2606,2022-10-21 16:20:14.856316
536,-143,1700,15848,1444,128,3274,-27,2248,-711,-2518,2022-10-21 16:20:14.986131
537,-144,2020,16261,1656,69,2670,-11,2318,-743,-2472,2022-10-21 16:20:15.111196
538,-144,2068,16025,953,-37,1879,-24,2359,-736,-2405,2022-10-21 16:20:15.237751
539,-144,1275,15894,949,23,1784,-116,2341,-733,-2404,2022-10-21 16:20:15.368558
540,-144,1461,15446,1325,51,1896,-28,2305,-750,-2292,2022-10-21 16:20:15.498240
541,-144,1332,16160,1054,56,1909,81,2351,-742,-2328,2022-10-21 16:20:15.623087
542,-145,1765,15901,1118,23,1489,-30,2335,-797,-2258,2022-10-21 16:20:15.752979
543,-144,1482,16151,998,-36,984,-53,2312,-817,-2279,2022-10-21 16:20:15.883201
544,-143,1611,15918,1308,-70,420,-95,2340,-774,-2272,2022-10-21 16:20:16.013802
545,-144,1442,15913,1083,-134,92,-123,2361,-804,-2216,2022-10-21 16:20:16.139272
546,-141,1236,15874,1105,-42,114,-150,2330,-767,-2254,2022-10-21 16:20:16.267731
547,-145,1139,15824,1264,-105,149,-155,2314,-833,-2175,2022-10-21 16:20:16.397550
548,-144,1369,15908,1194,15,126,-131,2316,-767,-2216,2022-10-21 16:20:16.529998
549,-144,1514,16029,1095,-62,107,-155,2371,-793,-2210,2022-10-21 16:20:16.654803
550,-146,1488,16104,1128,-47,127,-150,2355,-801,-2186,2022-10-21 16:20:16.786242
551,-147,1431,15988,965,-156,117,-214,2367,-810,-2193,2022-10-21 16:20:16.915053
552,-147,1142,15897,1449,-31,48,-127,2354,-717,-2222,2022-10-21 16:20:17.045166
553,-144,1345,15945,1080,-105,107,-130,2373,-821,-2194,2022-10-21 16:20:17.170289
554,-145,1408,15914,1078,-37,116,-145,2364,-793,-2210,2022-10-21 16:20:17.297104
555,-146,1364,15662,1577,-132,123,-124,2325,-760,-2181,2022-10-21 16:20:17.425661
556,-146,1205,16139,933,-24,105,-153,2381,-844,-2193,2022-10-21 16:20:17.552221
557,-145,1247,15971,1392,-55,117,-143,2352,-830,-2240,2022-10-21 16:20:17.681679
558,-143,1283,16276,898,-55,108,-120,2377,-841,-2217,2022-10-21 16:20:17.814587
559,-146,1381,15907,1191,-125,119,-138,2312,-812,-2209,2022-10-21 16:20:17.940833
560,-146,1329,16086,1136,3,143,-149,2320,-833,-2162,2022-10-21 16:20:18.072169
561,-145,1370,15860,1267,-79,130,-154,2365,-854,-2155,2022-10-21 16:20:18.199792
562,-144,1152,16221,993,-67,97,-147,2399,-833,-2160,2022-10-21 16:20:18.329978
563,-144,1220,15987,1149,-24,146,-130,2357,-795,-2225,2022-10-21 16:20:18.456777
564,-146,1260,16068,1090,-106,122,-128,2350,-799,-2157,2022-10-21 16:20:18.586567
565,-145,1208,16092,1056,-66,136,-152,2345,-802,-2117,2022-10-21 16:20:18.714420
566,-144,1307,16031,1243,-77,121,-134,2383,-787,-2182,2022-10-21 16:20:18.848748
567,-144,1395,16002,920,-22,142,-140,2392,-814,-2195,2022-10-21 16:20:18.977949
568,-145,1301,16028,1143,57,132,-173,2326,-795,-2231,2022-10-21 16:20:19.110259
569,-143,1769,16107,775,-42,-155,-155,2363,-820,-2169,2022-10-21 16:20:19.238711
570,-144,1051,16042,974,-242,-156,-113,2347,-856,-2239,2022-10-21 16:20:19.371768
571,-145,1228,15777,1315,39,137,-159,2330,-753,-2197,2022-10-21 16:20:19.499335
572,-144,1333,16039,788,-67,-9,-167,2394,-852,-2176,2022-10-21 16:20:19.629908
573,-144,1201,15770,1172,21,-63,-123,2381,-838,-2197,2022-10-21 16:20:19.758435
574,-144,1063,15851,859,-103,68,-143,2360,-823,-2207,2022-10-21 16:20:19.886107
