,temp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time
283,-140,-254,16123,1002,107,3894,-80,2337,-861,-2234,2022-10-15 13:29:53.703992
284,-138,2165,15545,1243,192,3936,-187,2302,-912,-2150,2022-10-15 13:29:53.883265
285,-140,712,15711,844,40,3684,-192,2254,-936,-2042,2022-10-15 13:29:54.069428
286,-140,638,15782,733,-57,4435,-203,2226,-927,-1963,2022-10-15 13:29:54.247221
287,-138,1325,15716,1424,204,4608,162,2109,-972,-1833,2022-10-15 13:29:54.427410
288,-139,559,15822,444,319,3787,-173,2042,-960,-1664,2022-10-15 13:29:54.606246
289,-138,1040,16064,274,69,3400,-116,1951,-963,-1566,2022-10-15 13:29:54.784961
290,-140,1334,15632,1415,125,3775,-40,1738,-881,-1529,2022-10-15 13:29:54.962856
291,-138,214,15879,805,135,3976,-164,1135,-514,-1423,2022-10-15 13:29:55.141285
292,-138,580,15382,757,230,4028,-126,790,-434,-1388,2022-10-15 13:29:55.320405
293,-138,500,15644,1224,201,4604,-248,400,-420,-1479,2022-10-15 13:29:55.499758
294,-138,690,15590,1030,28,4271,-148,-373,62,-1661,2022-10-15 13:29:55.677454
295,-137,958,15341,1480,213,4203,-449,-646,204,-1959,2022-10-15 13:29:55.855810
296,-140,-49,15961,1382,209,3745,-265,-1041,502,-2218,2022-10-15 13:29:56.035248
297,-137,2615,16014,-565,214,3639,-453,-737,183,-2450,2022-10-15 13:29:56.214193
298,-139,1542,15321,794,-35,1288,-277,-952,500,-2527,2022-10-15 13:29:56.392635
299,-139,814,15947,47,-4,618,-368,-754,318,-2551,2022-10-15 13:29:56.572002
300,-142,1445,15886,422,-62,82,-328,-672,214,-2540,2022-10-15 13:29:56.755809
301,-138,878,15930,170,49,-134,-338,-776,329,-2561,2022-10-15 13:29:56.935995
302,-138,1053,15816,30,5,-85,-304,-705,195,-2536,2022-10-15 13:29:57.115334
303,-140,902,15905,221,-28,-39,-353,-614,128,-2564,2022-10-15 13:29:57.295280
304,-138,814,15898,151,-101,-811,-356,-501,7,-2514,2022-10-15 13:29:57.481152
305,-141,1085,15728,583,35,-672,-346,-412,-130,-2464,2022-10-15 13:29:57.660992
306,-138,1319,15707,468,-28,-482,-287,-334,-220,-2396,2022-10-15 13:29:57.841320
307,-139,834,15612,198,143,93,-305,-226,-251,-2365,2022-10-15 13:29:58.020582
308,-138,988,16154,-71,-113,92,-283,-290,-287,-2384,2022-10-15 13:29:58.200892
309,-137,715,15330,128,266,77,-305,-253,-279,-2325,2022-10-15 13:29:58.384995
310,-137,607,16238,-445,54,100,-283,-276,-284,-2350,2022-10-15 13:29:58.565153
311,-136,648,14994,-1208,2229,-40,-588,-336,-198,-2268,2022-10-15 13:29:58.743725
312,-135,-218,15370,-1816,548,-171,-277,-464,-76,-2107,2022-10-15 13:29:58.923005
313,-137,295,17309,-2769,1186,-725,-295,-632,132,-1995,2022-10-15 13:29:59.101717
314,-136,95,15731,-5095,3027,395,-526,-544,187,-1797,2022-10-15 13:29:59.281312
315,-137,656,13752,-6804,3061,136,-536,-656,572,-1427,2022-10-15 13:29:59.460611
316,-137,8,13780,-9129,2799,19,-337,-751,1028,-1095,2022-10-15 13:29:59.639710
317,-138,101,11440,-11542,3198,425,-851,-867,1547,-797,2022-10-15 13:29:59.819275
318,-136,-1,8621,-12887,2524,121,-439,-909,2036,-540,2022-10-15 13:29:59.998356
319,-136,-934,5520,-13283,-34,321,-663,-981,2230,-485,2022-10-15 13:30:00.176628
320,-138,308,7493,-13448,150,113,-268,-985,2150,-439,2022-10-15 13:30:00.356214
321,-134,322,7688,-13221,-500,-5,-35,-733,1891,-506,2022-10-15 13:30:00.535939
322,-136,238,8527,-13585,-274,-81,-33,-716,1804,-511,2022-10-15 13:30:00.715462
323,-138,-149,7556,-12939,-507,280,-657,-691,1724,-628,2022-10-15 13:30:00.893680
324,-136,-306,9522,-11067,-3554,419,-523,-661,1343,-738,2022-10-15 13:30:01.072679
325,-135,1473,14020,-8357,-4653,355,-210,-837,995,-1234,2022-10-15 13:30:01.252171
326,-139,543,14697,-5143,-3808,173,-199,-662,403,-1780,2022-10-15 13:30:01.431460
327,-137,831,17167,-1364,-4197,361,-84,-502,-16,-2226,2022-10-15 13:30:01.620378
328,-136,1351,15853,3959,-4477,280,-122,-402,-128,-2690,2022-10-15 13:30:01.805572
329,-137,1787,13376,6798,-4464,373,-389,-383,150,-3062,2022-10-15 13:30:01.985699
330,-135,83,12599,10610,-4759,315,-162,-499,709,-3479,2022-10-15 13:30:02.165634
331,-137,941,10639,13271,-3909,243,-202,-719,1704,-3777,2022-10-15 13:30:02.345878
332,-136,986,6493,15760,-3807,171,-395,-510,2207,-3879,2022-10-15 13:30:02.529885
333,-136,1242,3567,16613,-3354,-148,-892,-3,2341,-3879,2022-10-15 13:30:02.710470
334,-137,-74,428,17224,-3133,157,-917,306,2686,-3880,2022-10-15 13:30:02.890861
335,-136,288,-3112,17201,-2847,221,-1260,248,3338,-3665,2022-10-15 13:30:03.070425
336,-136,-237,-4488,16743,-3070,233,-394,-124,4336,-3636,2022-10-15 13:30:03.252827
337,-139,-31,-8283,15946,-4060,196,-209,-300,5264,-3393,2022-10-15 13:30:03.431676
338,-137,788,-11135,13319,-4150,43,-197,-1990,7846,-3057,2022-10-15 13:30:03.613731
339,-135,-2745,-13367,10670,-3837,212,-240,-769,7115,-2624,2022-10-15 13:30:03.792692
340,-138,-7,-13264,7851,-2784,518,-515,481,6213,-2212,2022-10-15 13:30:03.971328
341,-138,-727,-16983,6366,-2356,994,-386,599,6334,-1975,2022-10-15 13:30:04.149879
342,-139,253,-16658,3733,-2818,611,-285,549,6486,-1612,2022-10-15 13:30:04.329302
343,-134,18,-16263,-102,-2787,200,-117,557,6525,-1317,2022-10-15 13:30:04.508481
344,-135,701,-16588,-1239,-2309,134,-98,596,6376,-1052,2022-10-15 13:30:04.687163
345,-137,-580,-15603,-4303,-1984,167,-220,608,6265,-860,2022-10-15 13:30:04.866177
346,-137,79,-15768,-4917,-1758,-2,-195,622,6166,-600,2022-10-15 13:30:05.045139
347,-135,93,-14757,-6922,-833,139,-212,587,6168,-513,2022-10-15 13:30:05.224788
348,-136,-503,-15105,-7560,-601,101,-97,583,6216,-475,2022-10-15 13:30:05.403427
349,-135,-118,-14595,-8115,107,304,-138,592,6167,-476,2022-10-15 13:30:05.593729
350,-137,68,-14593,-7758,298,139,-170,581,6165,-503,2022-10-15 13:30:05.773359
351,-138,-100,-14761,-7525,192,-351,-377,708,6054,-449,2022-10-15 13:30:05.952263
352,-136,-1163,-15717,-6557,2179,-647,-677,687,6090,-478,2022-10-15 13:30:06.131533
353,-136,-15,-16791,-5436,415,158,-153,674,6105,-578,2022-10-15 13:30:06.315458
354,-136,423,-13114,-8041,991,252,-126,630,6127,-621,2022-10-15 13:30:06.497697
355,-139,-421,-15357,-2568,3761,99,-267,620,6292,-848,2022-10-15 13:30:06.677585
356,-136,-168,-15962,-176,3784,79,-254,671,6369,-1300,2022-10-15 13:30:06.858727
357,-135,324,-16121,4298,4092,335,-371,574,6286,-1775,2022-10-15 13:30:07.037679
358,-139,762,-14180,6582,4508,68,-365,615,5905,-2317,2022-10-15 13:30:07.219419
359,-140,864,-11812,11194,4293,86,-289,529,5388,-2829,2022-10-15 13:30:07.399868
360,-136,1274,-10111,14978,3946,106,-524,589,4738,-3150,2022-10-15 13:30:07.580572
361,-138,681,-7131,15931,3674,58,-369,578,4007,-3465,2022-10-15 13:30:07.760282
362,-138,371,-3642,16567,3634,49,-386,464,3258,-3735,2022-10-15 13:30:07.944189
363,-137,1017,-862,16792,3424,121,-283,398,2578,-3755,2022-10-15 13:30:08.123299
364,-135,1318,2927,16811,3231,19,-272,261,2034,-3750,2022-10-15 13:30:08.302069
365,-137,890,5217,15427,3245,101,-248,287,1361,-3699,2022-10-15 13:30:08.481099
366,-139,713,8738,14971,3609,116,-401,313,712,-3668,2022-10-15 13:30:08.660177
367,-137,1707,11650,12161,3668,21,-203,299,164,-3454,2022-10-15 13:30:08.840078
368,-137,651,13475,9614,4505,575,-96,386,-453,-3160,2022-10-15 13:30:09.019807
369,-140,410,15591,6484,3643,644,-8,342,-824,-2829,2022-10-15 13:30:09.197728
370,-137,1397,15279,3114,2853,146,-306,335,-899,-2464,2022-10-15 13:30:09.376920
371,-135,444,15591,730,2008,127,-304,300,-867,-2242,2022-10-15 13:30:09.560230
372,-137,785,16497,-1378,1775,93,-254,301,-846,-1993,2022-10-15 13:30:09.739799
373,-134,1539,12697,-871,119,30,147,319,-723,-1840,2022-10-15 13:30:09.919808
374,-139,2753,16851,-3318,-268,-104,-173,343,-860,-1950,2022-10-15 13:30:10.098669
375,-136,105,14865,-987,-359,286,-7,327,-853,-1896,2022-10-15 13:30:10.277623
376,-137,569,16497,-1551,-239,35,-108,389,-921,-1963,2022-10-15 13:30:10.457158
377,-133,1245,14316,530,-241,24,25,276,-809,-2001,2022-10-15 13:30:10.644171
378,-136,939,16290,-1703,-8,430,-145,248,-822,-2014,2022-10-15 13:30:10.822177
379,-137,466,16327,-1134,351,1612,-221,329,-863,-2092,2022-10-15 13:30:11.007341
380,-136,737,15798,-833,-281,2447,-535,381,-938,-2232,2022-10-15 13:30:11.189430
381,-136,348,15976,-1232,-92,3486,-338,414,-850,-2447,2022-10-15 13:30:11.369880
382,-137,1022,15987,-308,203,3448,-451,496,-860,-2562,2022-10-15 13:30:11.552619
383,-136,981,16321,-464,70,3376,-269,842,-1084,-2700,2022-10-15 13:30:11.732470
384,-136,928,16390,-561,66,3120,-313,1068,-1153,-2832,2022-10-15 13:30:11.913043
385,-138,638,16101,-80,90,3983,-234,1198,-1020,-2898,2022-10-15 13:30:12.094998
386,-137,528,15817,-407,97,3737,-296,1308,-958,-2886,2022-10-15 13:30:12.275403
387,-135,1382,15452,-371,158,3270,-371,1469,-916,-2970,2022-10-15 13:30:12.455990
388,-136,501,15706,-270,290,3556,-313,1620,-857,-2864,2022-10-15 13:30:12.640339
389,-136,383,15419,554,-52,3405,-261,1801,-915,-2792,2022-10-15 13:30:12.819838
390,-138,964,16609,-693,-207,4024,-335,1989,-829,-2754,2022-10-15 13:30:12.999067
391,-137,391,15778,-410,529,4339,-432,2185,-884,-2617,2022-10-15 13:30:13.177897
392,-136,1169,16073,-623,123,3797,-436,2265,-847,-2419,2022-10-15 13:30:13.356860
393,-137,1471,16908,-617,259,3542,-387,2244,-758,-2320,2022-10-15 13:30:13.542993
394,-136,906,15527,-394,232,2893,-296,2295,-723,-2219,2022-10-15 13:30:13.722415
395,-136,1737,16446,-1209,-5,2188,-246,2261,-725,-2062,2022-10-15 13:30:13.900666
396,-136,705,15891,-848,118,1535,-295,2233,-738,-2039,2022-10-15 13:30:14.080812
397,-135,1512,16007,-628,-75,-236,-177,2277,-712,-2040,2022-10-15 13:30:14.260251
398,-135,711,16299,-1050,-13,236,-258,2215,-717,-2057,2022-10-15 13:30:14.440720
399,-136,1193,15801,-890,-321,244,-146,2273,-767,-2025,2022-10-15 13:30:14.619508
400,-138,-49,15850,482,-52,259,-376,2341,-813,-1995,2022-10-15 13:30:14.798404
401,-137,856,15805,-572,19,-420,-199,2273,-755,-2065,2022-10-15 13:30:14.977793
402,-134,916,15696,-338,-52,200,-237,2235,-681,-1974,2022-10-15 13:30:15.157285
403,-136,1296,15743,-918,23,286,-235,2277,-748,-2059,2022-10-15 13:30:15.335900
404,-137,813,15936,-976,253,61,-43,2247,-728,-2052,2022-10-15 13:30:15.516079
405,-137,391,15893,-656,438,-149,-280,2223,-625,-1913,2022-10-15 13:30:15.701220
406,-135,980,15499,-1598,449,110,-298,2233,-579,-1929,2022-10-15 13:30:15.881861
407,-135,1034,14911,-3404,2348,179,-212,2204,-528,-1748,2022-10-15 13:30:16.063534
408,-137,558,15218,-7249,5260,-63,-551,2002,171,-1244,2022-10-15 13:30:16.244355
409,-134,232,12021,-10006,3953,-11,-343,1987,885,-868,2022-10-15 13:30:16.425371
410,-136,271,9390,-12698,4932,83,-444,2017,1656,-527,2022-10-15 13:30:16.606021
411,-138,-376,5668,-14935,4169,106,-281,2023,2529,-144,2022-10-15 13:30:16.786363
412,-135,562,2259,-15649,2714,215,-623,2092,3249,-36,2022-10-15 13:30:16.967183
413,-135,656,168,-17031,2259,129,-429,2191,3722,96,2022-10-15 13:30:17.148808
414,-137,276,-3010,-15945,2557,141,-197,2162,4200,93,2022-10-15 13:30:17.332673
415,-134,-291,-5075,-15739,2633,261,-442,2254,4675,101,2022-10-15 13:30:17.516603
416,-135,407,-8237,-14964,2844,64,-372,2338,5154,-19,2022-10-15 13:30:17.695409
417,-136,-661,-9572,-13133,2874,89,-331,2400,5558,-252,2022-10-15 13:30:17.874968
418,-133,387,-12789,-11455,2839,106,-229,2444,5945,-379,2022-10-15 13:30:18.054978
419,-135,487,-14808,-8825,2799,29,-335,2374,6346,-692,2022-10-15 13:30:18.235389
420,-131,396,-15783,-6667,2593,57,-406,2040,6913,-914,2022-10-15 13:30:18.414335
421,-133,421,-16145,-5000,966,84,-304,1766,7303,-1153,2022-10-15 13:30:18.593114
422,-133,194,-16099,-4609,-190,139,-256,1857,7242,-1163,2022-10-15 13:30:18.772339
423,-134,1398,-16109,-4773,-405,136,-208,2135,6912,-1102,2022-10-15 13:30:18.951906
424,-135,-722,-15341,-5667,-1309,259,-362,1569,7528,-1130,2022-10-15 13:30:19.130533
425,-135,286,-14198,-5632,-1456,37,-132,2589,6429,-1034,2022-10-15 13:30:19.310433
426,-136,512,-15268,-8495,-1250,307,171,2565,6318,-854,2022-10-15 13:30:19.490013
427,-135,-406,-14296,-7850,-2282,3,183,2553,6184,-698,2022-10-15 13:30:19.668903
428,-135,543,-11841,-10821,-4179,299,261,2351,6048,-423,2022-10-15 13:30:19.846929
429,-131,-426,-9608,-14316,-4655,264,15,2238,5444,-108,2022-10-15 13:30:20.025957
430,-132,-130,-6655,-15655,-3734,57,-109,2184,4849,23,2022-10-15 13:30:20.205182
431,-134,223,-2723,-15944,-3806,222,-58,2033,4290,32,2022-10-15 13:30:20.390265
432,-134,112,870,-15698,-3570,307,-42,1933,3655,36,2022-10-15 13:30:20.571183
433,-133,395,4297,-16029,-3728,174,-164,1850,3030,-92,2022-10-15 13:30:20.751222
434,-134,483,7434,-13860,-3537,125,-36,1827,2296,-320,2022-10-15 13:30:20.932903
435,-134,754,9541,-12515,-3428,468,-254,1831,1555,-618,2022-10-15 13:30:21.113254
436,-132,593,12657,-10541,-3561,111,-97,1961,841,-893,2022-10-15 13:30:21.293178
437,-134,978,13923,-7268,-4204,203,22,2471,-272,-1267,2022-10-15 13:30:21.476960
438,-136,1024,15846,-4636,-3901,200,-45,2431,-655,-1740,2022-10-15 13:30:21.657432
439,-133,1118,15974,-1207,-2695,84,-204,2077,-532,-2095,2022-10-15 13:30:21.839777
440,-135,1366,15378,1072,-150,92,-261,1887,-397,-2246,2022-10-15 13:30:22.023993
441,-133,1089,15926,967,-255,-87,-305,1873,-374,-2238,2022-10-15 13:30:22.203820
442,-133,1069,16139,2050,-1812,133,56,1797,-338,-2297,2022-10-15 13:30:22.383819
443,-134,496,15342,3021,-590,359,-373,1840,-364,-2433,2022-10-15 13:30:22.563979
444,-132,737,15630,2604,-410,123,-284,1782,-300,-2466,2022-10-15 13:30:22.743117
445,-134,1072,15606,2949,12,147,-238,1758,-258,-2502,2022-10-15 13:30:22.922689
446,-134,1193,15533,3089,-209,27,-218,1796,-283,-2489,2022-10-15 13:30:23.103761
447,-134,1079,15709,3882,-536,63,-307,1777,-284,-2531,2022-10-15 13:30:23.283964
448,-135,2658,14871,2473,302,914,167,1820,-280,-2551,2022-10-15 13:30:23.467180
449,-132,3314,17037,2628,509,-534,-557,1775,-251,-2486,2022-10-15 13:30:23.646263
450,-134,2379,16309,1882,1048,-149,-204,1789,-297,-2274,2022-10-15 13:30:23.825098
451,-134,-621,17010,-1958,3563,-60,-260,1854,-342,-2068,2022-10-15 13:30:24.004481
452,-134,675,15453,-4952,5179,-427,-231,2108,-310,-1459,2022-10-15 13:30:24.184069
453,-135,-83,11736,-7215,3447,58,-238,2489,-218,-963,2022-10-15 13:30:24.363969
454,-135,209,10239,-9297,1179,194,-231,2381,284,-786,2022-10-15 13:30:24.543205
455,-134,703,12242,-10550,-451,158,-200,2453,207,-702,2022-10-15 13:30:24.723208
456,-133,318,11634,-9833,-379,48,-102,2428,203,-770,2022-10-15 13:30:24.902259
457,-136,67,12472,-10034,-277,180,-142,2492,59,-852,2022-10-15 13:30:25.086226
458,-133,2000,13421,-9049,-988,8,54,2480,-44,-946,2022-10-15 13:30:25.266384
459,-136,893,12710,-7212,-2974,220,-101,2417,-235,-1121,2022-10-15 13:30:25.452321
460,-136,746,16018,-4307,-4502,277,7,2198,-477,-1564,2022-10-15 13:30:25.632817
461,-135,1690,16399,624,-5214,160,-39,2036,-492,-2159,2022-10-15 13:30:25.814868
462,-134,1929,16087,5692,-5216,234,-123,1857,-322,-2729,2022-10-15 13:30:25.995191
463,-133,945,13932,9788,-5832,220,-55,2495,-624,-3232,2022-10-15 13:30:26.175351
464,-134,938,11043,13729,-5295,210,131,2552,2,-3622,2022-10-15 13:30:26.356028
465,-133,1364,6792,15874,-4640,152,110,2504,779,-3891,2022-10-15 13:30:26.537288
466,-133,1341,2739,17148,-4678,417,586,2407,1779,-3948,2022-10-15 13:30:26.722710
467,-131,157,-1936,18216,-4330,187,182,2520,2604,-3947,2022-10-15 13:30:26.901326
468,-133,244,-5345,16718,-4485,29,202,2540,3541,-3758,2022-10-15 13:30:27.080708
469,-133,877,-9299,13974,-4782,258,52,2544,4462,-3397,2022-10-15 13:30:27.260524
470,-136,1991,-12492,11568,-4552,281,-16,2601,5185,-2975,2022-10-15 13:30:27.439926
471,-133,767,-14855,8410,-4827,168,30,2745,5713,-2451,2022-10-15 13:30:27.619296
472,-135,198,-15589,3120,-4493,279,50,2845,6090,-1961,2022-10-15 13:30:27.798885
473,-131,0,-15925,-105,-4172,-203,152,2940,6277,-1557,2022-10-15 13:30:27.978256
474,-132,330,-15451,-3955,-3182,-20,38,2944,6276,-1208,2022-10-15 13:30:28.157205
475,-133,-825,-15095,-5672,-2597,237,-45,2976,6294,-896,2022-10-15 13:30:28.335886
476,-133,-567,-13862,-7752,-1678,230,-44,2935,6220,-707,2022-10-15 13:30:28.516735
477,-133,372,-14252,-8363,-189,551,-38,2834,6292,-626,2022-10-15 13:30:28.696812
478,-129,-99,-14460,-7971,108,141,-118,2908,6236,-615,2022-10-15 13:30:28.876885
479,-133,-244,-14104,-8452,152,77,-203,2882,6259,-599,2022-10-15 13:30:29.055908
480,-132,-645,-14227,-7444,1034,114,-267,2920,6252,-613,2022-10-15 13:30:29.235868
481,-132,-368,-14467,-7349,1345,227,-187,2962,6261,-821,2022-10-15 13:30:29.420568
482,-132,-45,-14823,-5624,2429,-176,-442,2932,6303,-944,2022-10-15 13:30:29.599754
483,-132,-8,-15459,-3106,3448,-383,-354,3012,6268,-1368,2022-10-15 13:30:29.785338
484,-133,139,-16729,2145,3819,-19,-379,2948,6118,-1726,2022-10-15 13:30:29.965771
485,-132,-95,-15687,4892,3780,-5,-383,2820,5921,-2222,2022-10-15 13:30:30.146441
486,-131,1071,-14621,8953,4358,-33,-393,2752,5500,-2639,2022-10-15 13:30:30.327806
487,-130,1008,-12188,11374,4431,56,-318,2678,4953,-3043,2022-10-15 13:30:30.508846
488,-133,1013,-9139,14477,4391,15,-382,2614,4124,-3488,2022-10-15 13:30:30.691218
489,-133,1191,-5095,17611,4380,15,-394,2533,3291,-3763,2022-10-15 13:30:30.872601
490,-134,1490,-388,16729,4251,77,-479,2469,2374,-3860,2022-10-15 13:30:31.053839
491,-134,1261,2747,16942,4415,73,-879,2528,1424,-3931,2022-10-15 13:30:31.234690
492,-131,2150,6897,15170,4385,224,227,2509,593,-3778,2022-10-15 13:30:31.415637
493,-133,-59,9423,13650,3663,-19,-361,2572,-176,-3582,2022-10-15 13:30:31.599665
494,-130,2565,12933,10880,3428,-16,-381,2511,-475,-3347,2022-10-15 13:30:31.780270
495,-132,1562,13975,8922,3621,209,-235,2477,-753,-2986,2022-10-15 13:30:31.962039
496,-132,1979,16284,4752,3202,66,-201,2382,-891,-2661,2022-10-15 13:30:32.141581
497,-133,845,15509,3447,2853,-174,-280,2229,-763,-2351,2022-10-15 13:30:32.320713
498,-133,1842,15936,465,1640,-54,-280,2135,-572,-2131,2022-10-15 13:30:32.500985
499,-131,269,14563,244,-105,20,-158,2113,-619,-2024,2022-10-15 13:30:32.681525
500,-134,1695,16688,-493,-674,77,-32,2172,-678,-2169,2022-10-15 13:30:32.861615
501,-131,1593,15637,1022,-482,182,-136,2123,-657,-2125,2022-10-15 13:30:33.040724
502,-134,2617,16384,-201,-422,-434,-146,2188,-725,-2179,2022-10-15 13:30:33.220639
503,-132,1358,15013,1560,-51,161,-144,2125,-638,-2204,2022-10-15 13:30:33.407051
504,-133,2285,16146,241,-268,-1478,-205,2261,-792,-2232,2022-10-15 13:30:33.587339
505,-131,1464,15876,868,-242,-3143,-289,2256,-761,-2298,2022-10-15 13:30:33.765912
506,-132,2120,16251,557,-450,-4214,-285,2168,-688,-2490,2022-10-15 13:30:33.946647
507,-130,1646,16145,1446,-223,-4343,-342,2010,-588,-2626,2022-10-15 13:30:34.126100
508,-131,909,16545,526,-226,-3817,-410,1752,-431,-2887,2022-10-15 13:30:34.306143
509,-131,-1218,15496,1531,-351,-3948,-167,1548,-423,-2942,2022-10-15 13:30:34.485929
510,-133,76,16152,960,-197,-3418,-326,1483,-545,-3013,2022-10-15 13:30:34.672739
511,-134,-63,15256,1019,-39,-2518,-210,1345,-515,-3036,2022-10-15 13:30:34.855102
512,-133,408,15587,1370,-222,-1570,-209,1218,-565,-3031,2022-10-15 13:30:35.037230
513,-131,1112,15846,641,-118,-376,-270,1177,-588,-3133,2022-10-15 13:30:35.217316
514,-131,831,16292,420,-47,197,-229,1122,-584,-3080,2022-10-15 13:30:35.399086
515,-131,1371,16151,857,-191,63,-242,1156,-565,-3165,2022-10-15 13:30:35.579693
516,-131,880,15867,630,-44,164,-208,1160,-537,-3095,2022-10-15 13:30:35.759773
517,-133,102,15736,987,-72,1254,-188,1168,-607,-3085,2022-10-15 13:30:35.941433
518,-132,-400,15966,882,-19,1398,-33,1270,-590,-3074,2022-10-15 13:30:36.121441
519,-130,1886,16062,986,208,3339,-161,1337,-517,-3066,2022-10-15 13:30:36.304792
520,-131,848,15794,1042,157,4012,-62,1517,-493,-3013,2022-10-15 13:30:36.484840
521,-128,1489,15769,1657,407,3978,41,1688,-471,-2914,2022-10-15 13:30:36.664580
522,-130,2115,15801,1444,59,4276,-14,1784,-451,-2791,2022-10-15 13:30:36.843091
523,-131,1759,16681,646,190,4191,-195,1932,-498,-2635,2022-10-15 13:30:37.022798
524,-130,1254,16803,1251,16,3477,-65,2092,-602,-2458,2022-10-15 13:30:37.202319
525,-131,2151,15719,1378,-39,2545,-131,2075,-603,-2458,2022-10-15 13:30:37.385907
526,-132,1652,15851,1423,73,1768,-129,2122,-585,-2317,2022-10-15 13:30:37.564512
527,-130,1946,16108,1048,128,1277,-89,2090,-674,-2308,2022-10-15 13:30:37.743684
528,-130,1414,16172,1543,-4,801,-226,2117,-665,-2222,2022-10-15 13:30:37.922926
529,-130,737,16245,937,-8,570,-158,2163,-700,-2220,2022-10-15 13:30:38.102325
530,-130,779,16052,1524,-140,381,-164,2118,-712,-2164,2022-10-15 13:30:38.281204
531,-131,2019,15907,1443,28,122,-219,2104,-631,-2222,2022-10-15 13:30:38.461149
532,-134,1193,15508,1706,-44,105,-207,2107,-688,-2164,2022-10-15 13:30:38.640659
533,-134,1156,15895,1422,31,114,-224,2139,-667,-2202,2022-10-15 13:30:38.820252
534,-133,1144,16038,1089,-8,93,-206,2161,-682,-2235,2022-10-15 13:30:39.000125
535,-130,1144,15947,1139,-126,111,-195,2126,-657,-2245,2022-10-15 13:30:39.179147
536,-131,1221,15858,1341,-97,122,-205,2141,-698,-2240,2022-10-15 13:30:39.365145
537,-132,1184,15828,1516,-36,111,-197,2125,-729,-2239,2022-10-15 13:30:39.546838
538,-130,1190,15852,1288,-20,121,-194,2140,-683,-2206,2022-10-15 13:30:39.728036
539,-130,1180,15972,1239,-46,113,-197,2134,-690,-2229,2022-10-15 13:30:39.908240
540,-130,1197,15958,1282,-62,114,-199,2142,-693,-2212,2022-10-15 13:30:40.089744
541,-131,1163,15864,1296,-66,124,-202,2167,-672,-2146,2022-10-15 13:30:40.271694
542,-128,1195,15862,1400,-70,118,-204,2146,-692,-2186,2022-10-15 13:30:40.452626
543,-133,1179,15878,1362,-30,108,-205,2097,-683,-2191,2022-10-15 13:30:40.632922
544,-131,1167,15886,1235,-53,111,-208,2126,-697,-2261,2022-10-15 13:30:40.813868
545,-133,1190,15918,1273,-71,116,-204,2162,-690,-2223,2022-10-15 13:30:40.998073
546,-132,1160,15919,1322,-69,116,-207,2161,-658,-2219,2022-10-15 13:30:41.185457
547,-130,1195,15881,1347,-37,123,-193,2147,-683,-2322,2022-10-15 13:30:41.364901
548,-133,1180,15842,1315,-52,118,-192,2172,-717,-2249,2022-10-15 13:30:41.548261
549,-131,1192,15902,1332,-47,108,-197,2109,-680,-2278,2022-10-15 13:30:41.728460
550,-131,1193,15911,1309,-46,126,-203,2116,-686,-2242,2022-10-15 13:30:41.908342
551,-132,1182,15877,1258,-60,113,-204,2172,-705,-2211,2022-10-15 13:30:42.087425
552,-131,1198,15907,1350,-38,112,-199,2179,-666,-2175,2022-10-15 13:30:42.266898
553,-130,1176,15860,1270,-69,115,-206,2180,-691,-2259,2022-10-15 13:30:42.446750
554,-131,1191,15908,1372,-51,124,-202,2188,-697,-2267,2022-10-15 13:30:42.626946
555,-132,1208,15878,1289,-33,114,-191,2145,-699,-2235,2022-10-15 13:30:42.806068
556,-129,1176,15907,1295,-70,102,-209,2161,-719,-2273,2022-10-15 13:30:42.984818
557,-131,1196,15904,1339,-30,117,-204,2161,-674,-2289,2022-10-15 13:30:43.164826
558,-130,1198,15877,1281,-68,120,-197,2147,-699,-2228,2022-10-15 13:30:43.343759
559,-130,1167,15920,1382,-37,109,-197,2128,-640,-2229,2022-10-15 13:30:43.525819
560,-129,1189,15861,1280,-49,113,-202,2169,-649,-2301,2022-10-15 13:30:43.704607
561,-132,1189,15910,1358,-50,113,-203,2155,-678,-2232,2022-10-15 13:30:43.884046
562,-132,1182,15923,1373,-35,115,-194,2139,-692,-2293,2022-10-15 13:30:44.068725
563,-130,1172,15870,1277,-50,129,-195,2153,-700,-2293,2022-10-15 13:30:44.250658
564,-129,1189,15922,1377,-32,119,-203,2106,-675,-2258,2022-10-15 13:30:44.431376
565,-129,1186,15892,1302,-43,123,-197,2164,-654,-2283,2022-10-15 13:30:44.611197
566,-130,1160,15842,1361,-53,109,-198,2150,-687,-2304,2022-10-15 13:30:44.791624
567,-130,1082,15823,1641,-170,130,-180,2157,-682,-2316,2022-10-15 13:30:44.972335
568,-131,1199,15713,1750,15,136,-207,2153,-684,-2292,2022-10-15 13:30:45.154184
569,-129,1211,15841,1336,57,48,-213,2187,-667,-2263,2022-10-15 13:30:45.334747
570,-129,1040,16058,1109,-39,25,-213,2162,-709,-2256,2022-10-15 13:30:45.519691
571,-129,1276,15889,1429,-96,104,-195,2170,-667,-2301,2022-10-15 13:30:45.703712
572,-130,1143,15764,1468,-68,101,-190,2185,-688,-2235,2022-10-15 13:30:45.889261
573,-129,1160,15662,1517,-50,84,-192,2163,-698,-2307,2022-10-15 13:30:46.068814
