,temp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
428,-134,4,7152,-14719,-145,217,-79,730,1091,-260
429,-134,362,6804,-14598,-152,252,-129,883,860,-235
430,-134,463,7383,-14429,-115,90,116,867,875,-236
431,-134,468,6802,-14693,-73,86,85,873,899,-184
432,-131,302,6893,-14635,-45,13,248,858,890,-198
433,-134,473,6756,-13731,80,401,-172,786,896,-264
434,-133,-255,6770,-14816,-70,624,-709,784,848,-338
435,-133,1662,6727,-14021,44,397,-695,747,833,-262
436,-134,808,6423,-14182,-330,535,-738,812,797,-271
437,-132,-436,6843,-14425,53,929,-1547,796,678,-389
438,-134,304,7288,-14418,-151,1414,-2494,758,513,-478
439,-133,48,7251,-14112,-57,1631,-2900,776,353,-546
440,-132,419,7379,-13952,141,1472,-2867,904,116,-603
441,-129,-113,6858,-14521,-134,1544,-2611,987,-37,-680
442,-130,937,7777,-14928,-87,1546,-2776,1075,-194,-752
443,-133,1193,8010,-14414,8,1513,-2942,1180,-340,-798
444,-131,268,6879,-13990,-86,1482,-2864,1370,-451,-833
445,-131,-292,7499,-14389,-45,1469,-2762,1479,-514,-920
446,-132,561,7651,-14688,70,1508,-2704,1685,-613,-956
447,-132,415,7072,-14683,-159,1501,-2573,1797,-657,-918
448,-131,190,7399,-14505,-172,1312,-2496,1912,-635,-879
449,-133,374,7759,-14825,-13,1399,-2391,2051,-606,-904
450,-131,553,7148,-14306,-98,1209,-2474,2078,-580,-915
451,-130,1059,7430,-13690,-24,1475,-2696,2248,-547,-930
452,-130,479,7222,-14288,59,1338,-2538,2365,-474,-884
453,-132,545,7404,-14179,-74,1344,-2499,2410,-442,-788
454,-134,-140,7415,-13958,94,1222,-2382,2543,-405,-770
455,-130,-509,7519,-12979,55,1217,-2220,2620,-328,-761
456,-133,-79,7163,-13773,442,1484,-2671,2565,-81,-701
457,-132,339,7471,-14780,105,1698,-3117,2509,202,-715
458,-133,-34,7325,-15056,-225,1740,-3255,2603,279,-638
459,-130,613,7759,-14921,-389,1860,-3456,2663,387,-601
460,-133,-6,8457,-14325,-230,1845,-3560,2774,538,-478
461,-133,-289,8049,-14758,-83,1846,-3339,2828,697,-426
462,-130,326,7578,-14527,-104,1719,-3059,2837,884,-393
463,-132,921,8052,-14616,65,1464,-2869,2772,1025,-270
464,-131,943,7362,-15172,-67,1305,-2524,2807,1181,-257
465,-130,158,7548,-14480,-104,1307,-2457,2760,1281,-217
466,-130,-384,7583,-14120,27,1522,-2813,2713,1404,-117
467,-133,331,7565,-14430,-88,1732,-2948,2675,1546,-126
468,-131,477,7437,-14486,22,1488,-2713,2561,1737,-53
469,-130,780,7692,-14452,-31,1363,-2610,2437,1869,40
470,-131,135,7385,-14403,-2,1531,-2712,2407,1987,22
471,-131,276,7166,-14495,-67,1506,-2714,2354,2095,62
472,-133,2,7678,-14624,-141,1641,-2595,2316,2207,124
473,-131,908,7312,-14298,-200,1477,-2700,2247,2194,142
474,-133,1234,7739,-14419,-160,1560,-2970,2188,2299,124
475,-131,180,7336,-14205,44,1562,-2942,2210,2424,222
476,-127,-324,7242,-14555,22,1422,-2636,2016,2649,254
477,-136,757,7194,-14027,-115,1273,-2308,1692,3041,311
478,-131,-57,7059,-13394,48,1308,-2473,1630,3202,223
479,-131,-54,7204,-13386,-143,1400,-2553,1470,3281,286
480,-132,1119,7470,-14310,-11,1254,-2429,1368,3338,305
481,-133,288,7663,-14306,-23,1501,-2746,1214,3381,270
482,-132,-369,7557,-13955,-77,1761,-2971,991,3405,278
483,-134,-361,7718,-14539,-60,1655,-2923,765,3376,211
484,-132,737,7728,-14523,70,1480,-2820,574,3299,175
485,-135,1437,7295,-14375,85,1373,-2812,286,3224,83
486,-133,1267,7965,-14741,-89,1437,-2761,137,3094,-5
487,-133,68,7637,-14680,21,1313,-2550,81,2889,-77
488,-135,254,7323,-14704,-185,1358,-2744,-35,2651,-106
489,-136,631,7429,-14154,-216,1485,-2863,-171,2486,-83
490,-130,60,7950,-14311,11,1302,-2354,-158,2250,-258
491,-133,589,6723,-14957,-46,1154,-2002,-95,1999,-273
492,-134,705,6815,-14391,-172,898,-1877,-101,1874,-341
493,-133,972,6903,-14440,-76,802,-1301,-142,1799,-398
494,-133,90,7287,-15082,-164,642,-1107,-168,1747,-440
495,-131,151,7157,-15266,-107,430,-825,-198,1697,-492
496,-132,764,7111,-15294,-53,273,-229,-154,1620,-504
497,-130,821,7744,-15826,9,-442,1225,-99,1558,-420
498,-135,-2754,7991,-15702,-82,43,165,72,1522,-378
499,-131,-438,7881,-15296,-170,165,31,67,1498,-363
500,-134,555,6801,-14696,-272,73,-2,261,1330,-390
501,-133,925,7203,-14410,-250,150,80,229,1347,-348
502,-133,1551,7674,-14326,-53,192,-60,174,1381,-270
503,-132,109,7446,-14811,51,55,-119,163,1405,-312
504,-132,-24,6797,-14743,-146,86,11,163,1405,-317
505,-134,2058,7251,-13967,-148,-28,326,134,1515,-326
506,-133,2246,7197,-14202,-84,-1051,2362,159,1680,-302
507,-134,2137,7681,-14366,16,-1647,3650,197,1874,-185
508,-133,1405,7543,-14239,-122,-1898,4216,342,2116,-50
509,-133,1067,7591,-13457,-71,-1878,4051,625,2332,13
510,-132,969,7416,-14958,-279,-1538,3675,846,2517,174
511,-135,209,8233,-14205,-235,-1499,3259,965,2698,166
512,-133,1135,6469,-13978,55,-1300,2899,1086,2849,256
513,-134,10,7959,-14348,85,-1511,3097,1376,2870,277
514,-133,127,7794,-14727,157,-1441,3066,1582,2914,323
515,-133,552,7363,-14332,151,-1445,2920,1637,3009,257
516,-133,38,6973,-14399,-171,-1297,2905,1736,2998,296
517,-135,-227,7382,-14635,-175,-1318,2879,1911,2817,284
518,-135,-58,7377,-14480,-237,-1145,2615,2078,2657,214
519,-133,427,7408,-14082,-178,-1149,2637,2109,2584,294
520,-134,-107,7422,-14258,14,-1298,2777,2159,2478,200
521,-132,381,7423,-13900,-58,-1403,3083,2201,2372,256
522,-132,595,7639,-14276,61,-1532,3286,2211,2246,115
523,-133,1145,8141,-14304,-123,-1703,3735,2252,2207,150
524,-132,1258,8091,-14083,56,-2060,4290,2176,2200,22
525,-135,-347,7206,-13892,-257,-1923,4306,2175,2153,-44
526,-133,-870,7532,-13104,-100,-1841,4041,2282,1967,-101
527,-133,-963,7394,-13853,-98,-1453,3153,2345,1763,-274
528,-134,-492,7195,-14321,-76,-800,1836,2367,1706,-225
529,-133,-454,7223,-14001,57,-516,1154,2376,1632,-260
530,-134,149,7323,-14953,-103,-83,446,2408,1582,-320
531,-131,-164,7279,-14770,-79,104,2,2382,1499,-262
532,-133,-13,7339,-14021,-73,372,-598,2538,1487,-277
533,-130,2139,7070,-14316,110,110,-3,2540,1463,-278
534,-134,213,7345,-15115,-198,170,-76,2563,1466,-280
535,-129,442,7360,-14243,-191,133,71,2517,1488,-268
536,-133,613,7291,-14122,-54,134,-15,2518,1496,-283
537,-131,212,7456,-15147,-34,61,27,2400,1566,-289
538,-131,758,7341,-14004,30,103,-73,2376,1656,-276
539,-131,501,7188,-14074,136,92,-74,2367,1618,-284
540,-132,371,7103,-14657,-73,88,-43,2321,1691,-219
541,-130,1197,6656,-14851,-811,208,-217,2259,1688,-355
542,-131,967,8299,-12173,-1370,288,-128,2309,1477,-372
543,-131,914,7886,-12321,-3463,200,59,2345,1077,-544
544,-131,473,11101,-10965,-4566,113,263,2328,604,-736
545,-133,1424,13841,-7746,-4390,30,265,2111,312,-1086
546,-132,557,16042,-6760,-3998,20,287,2048,-57,-1407
547,-133,1544,15888,-4559,-3778,-10,182,2074,-276,-1661
548,-131,1299,16740,-2221,-2310,3,48,2122,-463,-1966
549,-132,871,16482,-1290,-1945,419,46,2014,-519,-2087
550,-131,1685,16323,-968,-951,361,-138,2081,-484,-2165
551,-135,1493,16440,-446,-857,133,-16,2025,-485,-2306
552,-135,1268,16411,133,-543,146,-114,2070,-553,-2348
553,-131,1223,15970,-265,-233,166,-108,2152,-649,-2394
554,-131,1333,15843,440,-207,178,-101,2149,-656,-2451
555,-130,1322,16191,692,-148,139,-79,2111,-633,-2390
556,-134,1444,16228,4,-144,115,-97,2123,-543,-2433
557,-132,1389,15944,630,-112,127,-77,2143,-581,-2384
558,-131,1264,16121,546,-19,110,-35,2193,-596,-2413
559,-133,1468,16242,164,-105,138,-77,2132,-600,-2392
560,-133,1417,15875,812,-57,171,-83,2090,-624,-2416
561,-132,1268,15925,655,34,107,-57,2099,-606,-2456
562,-132,748,15925,523,59,664,-11,2176,-619,-2464
563,-130,1945,15683,1189,92,506,-372,2137,-606,-2402
564,-133,1333,16295,180,-34,233,-156,2163,-591,-2385
565,-130,755,16098,606,6,602,15,2142,-564,-2336
566,-132,1207,15586,1116,26,1082,52,2130,-571,-2411
567,-130,1639,15913,523,-117,781,-32,2096,-561,-2382
568,-134,1350,15780,1198,-423,97,-34,2115,-566,-2415
569,-133,879,15752,772,-458,129,-53,2071,-582,-2353
570,-132,1260,15643,1283,-87,120,-80,2147,-608,-2334
571,-135,1130,15776,1040,-71,123,-91,2109,-589,-2390
572,-132,1315,15879,1057,-63,118,-69,2118,-521,-2354
573,-132,1210,15932,1082,-42,129,-59,2149,-595,-2402
574,-135,1212,16026,1197,-41,119,-70,2101,-533,-2354
575,-130,1218,16020,1155,-48,119,-68,2106,-566,-2363
576,-132,1208,15994,1126,-70,119,-73,2104,-600,-2347
577,-133,1205,15937,1058,-50,123,-70,2098,-593,-2294
578,-133,1217,15949,1094,-49,123,-76,2115,-608,-2379
579,-133,1202,16007,1183,-28,119,-75,2092,-585,-2365
580,-134,1208,16024,1167,-49,111,-78,2082,-573,-2335
581,-133,1205,15993,1136,-61,110,-81,2107,-598,-2427
582,-132,1188,15949,1053,-41,113,-70,2107,-558,-2436
583,-133,1196,16013,1178,-37,110,-77,2111,-555,-2354
584,-131,1188,15978,1104,-46,110,-70,2091,-576,-2396
585,-133,1219,15968,1079,-59,110,-80,2125,-566,-2310
586,-133,1189,15966,1079,-57,123,-80,2100,-524,-2385
587,-130,1194,15974,1177,-32,127,-66,2106,-594,-2383
588,-131,1185,16004,1171,-52,112,-75,2104,-550,-2322
589,-134,1205,15930,1092,-56,117,-77,2109,-558,-2386
590,-135,1211,15925,1064,-60,118,-70,2092,-518,-2347
591,-132,1209,15966,1127,-36,105,-75,2059,-578,-2332
592,-133,1177,16040,1147,-51,95,-67,2108,-592,-2376
593,-134,1210,16027,1093,-57,115,-65,2117,-545,-2373
594,-132,1232,15936,1065,-56,118,-75,2136,-556,-2372
595,-133,1227,15974,1184,-35,106,-72,2087,-550,-2363
596,-132,1221,16018,1174,-43,106,-75,2081,-536,-2339
597,-131,1210,15991,1134,-54,106,-81,2065,-573,-2328
598,-135,1189,15969,1084,-55,110,-72,2080,-583,-2340
599,-130,1210,15937,1066,-59,122,-67,2039,-587,-2374
600,-133,1193,15972,1130,-41,118,-80,2111,-583,-2327
601,-136,1193,15992,1160,-42,104,-70,2051,-595,-2391
602,-134,1147,15985,1153,-46,106,-73,2107,-544,-2370
603,-132,1191,15967,1084,-66,106,-64,2079,-545,-2346
604,-131,1244,15952,1088,-64,113,-67,2123,-537,-2375
605,-134,1212,15981,1138,-33,120,-73,2112,-571,-2339
606,-136,1212,15983,1166,-46,113,-66,2117,-548,-2439
607,-134,1227,15998,1156,-50,99,-71,2102,-590,-2352
608,-131,1280,15970,1094,-63,105,-85,2096,-589,-2389
609,-132,1248,15967,1084,-55,116,-79,2105,-571,-2398
610,-132,1206,15967,1136,-35,111,-76,2091,-538,-2376
611,-131,1151,15981,1172,-40,104,-74,2096,-621,-2293
612,-133,1179,16004,1171,-38,106,-75,2064,-568,-2366
613,-133,1207,15977,1130,-62,107,-66,2088,-549,-2298
614,-132,1219,15952,1060,-73,114,-74,2053,-565,-2321
615,-134,1194,15946,1113,-45,109,-65,2087,-574,-2332
616,-131,1208,15985,1136,-40,108,-78,2093,-596,-2392
617,-131,1213,16015,1147,-59,109,-74,2119,-600,-2372
618,-133,1204,15976,1130,-61,111,-75,2094,-599,-2303
619,-132,1218,15971,1109,-60,117,-75,2085,-538,-2390
620,-133,1212,16021,1151,-47,115,-65,2080,-571,-2361
621,-133,1193,15954,1096,-50,105,-72,2109,-584,-2392
622,-130,1214,15934,1056,-64,119,-76,2124,-554,-2356
623,-132,1212,15979,1141,-42,128,-80,2074,-580,-2337
624,-131,1191,16001,1192,-36,112,-79,2138,-594,-2305
625,-133,1214,15938,1092,-59,120,-72,2090,-575,-2402
626,-132,1215,15929,1048,-57,126,-74,2094,-587,-2317
627,-131,1200,15974,1149,-47,118,-67,2078,-543,-2284
628,-133,1203,15999,1172,-54,115,-71,2103,-569,-2360
629,-132,1234,15941,1073,-60,111,-74,2121,-589,-2328
630,-133,1213,15926,1132,-57,117,-68,2127,-569,-2283
631,-131,1229,15992,1142,-34,122,-71,2151,-571,-2376
632,-130,1208,16024,1165,-45,123,-67,2107,-557,-2336
633,-134,1211,15985,1126,-61,108,-73,2100,-548,-2301
634,-135,1225,15962,1135,-53,118,-68,2082,-546,-2325
635,-132,1189,16021,1191,-41,100,-77,2095,-555,-2382
636,-134,1198,15978,1095,-47,113,-79,2119,-553,-2355
637,-131,1212,15951,1085,-63,121,-72,2151,-547,-2359
638,-131,1277,16019,1054,-19,16,-57,2121,-535,-2326
639,-134,1351,16007,1158,-123,179,-53,2139,-581,-2398
640,-133,1154,16139,887,36,152,-88,2122,-580,-2350
641,-132,1302,15908,1360,-100,117,-72,2105,-593,-2368
642,-132,1067,16133,875,-42,112,-88,2118,-576,-2354
643,-137,1318,15822,1264,-66,63,-59,2124,-539,-2361
644,-132,1402,16085,1010,-43,140,-71,2068,-552,-2332
645,-133,1358,16123,1107,-122,70,-47,2116,-600,-2382
646,-134,1390,15906,1433,10,121,-75,2065,-572,-2408
647,-134,1206,15946,1075,-113,192,-62,2104,-550,-2372
648,-133,1206,15967,1165,-31,89,-75,2126,-547,-2279
649,-131,1253,15888,1359,-105,114,-49,2113,-537,-2364
650,-132,1226,16091,1128,11,122,-82,2065,-550,-2368
651,-130,1211,16020,1240,-65,139,-78,2108,-533,-2351
652,-132,1258,16043,1090,-86,112,-63,2138,-562,-2392
653,-133,1282,15904,1216,-33,113,-64,2133,-587,-2359
654,-132,1226,16100,1023,-5,121,-77,2084,-559,-2314
655,-132,1072,16057,1199,-64,115,-70,2090,-562,-2352
656,-130,1088,15985,1253,-32,112,-80,2083,-582,-2356
657,-133,1230,15979,1124,-60,119,-79,2109,-593,-2365
658,-130,1217,15955,1197,-43,143,-77,2129,-568,-2373
659,-132,1182,16027,1158,-68,123,-80,2102,-530,-2378
660,-131,1217,15938,1145,-41,121,-68,2121,-575,-2406
661,-133,1259,16020,1042,-53,115,-62,2137,-558,-2347
662,-135,1241,15992,1262,-41,118,-79,2105,-559,-2399
663,-133,1222,15980,1027,-62,123,-73,2119,-547,-2376
664,-131,1220,15911,1125,-67,111,-76,2050,-546,-2383
665,-132,1282,15947,1213,-46,113,-74,2128,-544,-2361
666,-134,1218,16092,799,-50,-101,-107,2093,-517,-2339
667,-131,1296,15728,1357,-29,-671,-102,2123,-533,-2354
668,-133,1611,16240,1010,99,-469,5,2110,-542,-2432
669,-132,-131,16299,1350,-113,-1147,-86,2091,-628,-2352
670,-131,1294,15945,1271,-238,-2383,-314,2132,-660,-2463
671,-134,1748,16279,1180,-268,-2890,-246,2204,-663,-2512
672,-129,1000,15990,1065,-347,-3074,-239,2250,-717,-2675
673,-133,1034,16020,1038,-113,-3085,-219,2218,-744,-2716
674,-132,952,15782,1694,-261,-3149,-238,2217,-735,-2737
675,-133,1042,15526,1735,-286,-3491,-341,2157,-754,-2868
676,-133,340,16159,902,-315,-3546,-123,2106,-793,-2974
677,-133,1868,16068,832,-270,-3164,-184,1997,-770,-2984
678,-131,509,16655,643,-483,-2981,-72,1878,-812,-3085
679,-132,1101,15920,824,-115,-3027,-166,1834,-787,-3144
680,-131,1487,15656,1520,-227,-2925,-65,1732,-808,-3165
681,-132,2032,15983,1426,-394,-2889,-120,1620,-784,-3237
682,-132,212,15816,1987,-87,-1971,-140,1541,-787,-3276
683,-131,1292,16183,967,-148,-799,-92,1472,-773,-3192
684,-131,677,16277,899,9,-669,-27,1441,-802,-3241
685,-131,1138,16187,530,-139,66,-56,1429,-770,-3290
686,-134,1221,16023,1052,-117,77,-11,1482,-787,-3242
687,-134,1130,16148,1006,-85,129,-34,1433,-825,-3292
688,-132,1074,16148,1142,-82,118,-42,1364,-794,-3269
689,-133,1098,15984,1269,-48,91,-29,1388,-791,-3237
690,-132,1302,16056,956,-50,105,-14,1406,-796,-3255
691,-134,1213,16203,712,-36,138,-38,1401,-795,-3249
692,-130,1032,16021,1195,-22,199,-55,1449,-817,-3242
693,-132,655,15929,1222,-60,780,-9,1422,-763,-3181
694,-132,2384,15829,800,-43,766,-330,1525,-774,-3243
695,-131,910,16000,886,221,390,-193,1543,-785,-3193
696,-130,143,15822,1288,-5,2142,132,1555,-813,-3231
697,-131,530,16181,1091,71,3549,189,1679,-774,-3177
698,-130,471,15967,1328,75,4228,151,1740,-703,-3166
699,-130,658,16099,1499,145,4171,148,1863,-694,-3083
700,-131,782,15888,1422,194,3853,217,1929,-630,-3059
701,-133,919,16027,1104,214,3931,237,2032,-584,-2926
702,-133,1526,15794,1663,164,4137,162,2098,-594,-2821
703,-133,1578,16369,1390,174,3879,114,2098,-554,-2642
704,-131,1489,16067,1558,153,3712,138,2118,-525,-2592
705,-132,1447,16220,893,9,3187,16,2110,-512,-2502
706,-132,1246,15897,708,66,2836,126,2063,-513,-2420
707,-131,1562,16050,1091,-6,1994,45,2101,-513,-2385
708,-133,1416,15975,697,-113,942,19,2077,-517,-2349
709,-131,1422,15732,1458,-103,95,-59,2042,-524,-2338
710,-129,1441,15876,1276,-111,28,-43,2089,-519,-2374
711,-131,1286,15844,1418,23,128,-121,2073,-515,-2401
712,-132,1528,15935,1120,-34,148,-80,2047,-545,-2329
713,-131,982,16016,1055,-19,150,-120,2021,-516,-2408
714,-130,1232,15970,1242,-35,80,-64,2053,-506,-2353
715,-129,1313,16030,1118,-32,117,-78,2072,-542,-2339
716,-132,1294,15924,1179,-69,116,-82,2078,-529,-2311
717,-132,1206,15927,1074,-42,126,-86,2091,-527,-2292
718,-129,1214,15927,1128,-54,117,-81,2097,-534,-2334
719,-128,1229,16022,1223,-31,116,-80,2053,-514,-2324
720,-132,1355,16518,919,57,71,-94,2105,-509,-2320
721,-132,1364,15762,1499,-413,219,-60,2048,-500,-2401
722,-132,1314,16328,517,256,-141,-107,2080,-509,-2346
723,-131,770,15620,1773,-139,547,16,2109,-539,-2310
724,-133,976,16340,699,-76,201,39,2087,-532,-2295
725,-135,966,16124,799,121,1083,122,2033,-565,-2383
726,-130,1608,15969,605,-201,2377,-109,2001,-519,-2333
727,-132,618,15650,1562,62,2924,53,1998,-520,-2223
728,-130,603,15195,1261,185,3586,380,1961,-500,-2151
729,-131,766,16447,1261,145,3693,-37,1857,-455,-2083
730,-132,1737,15980,2040,176,3518,195,1866,-484,-1991
731,-133,480,15992,757,43,3268,151,1789,-485,-1979
732,-133,986,16211,1389,266,3252,92,1719,-487,-1884
733,-131,1780,15957,1012,142,3482,-11,1633,-408,-1792
734,-131,289,15755,1684,190,3842,67,1565,-439,-1784
735,-132,998,15626,1598,176,3723,152,1459,-404,-1671
736,-131,1092,16077,1021,128,3064,-76,1380,-398,-1652
737,-131,1127,15499,1239,31,2186,17,1258,-369,-1608
738,-133,1362,15934,1492,22,1386,42,1199,-365,-1555
739,-134,2006,15950,854,43,507,-43,1151,-372,-1601
740,-133,1147,15657,1443,-189,260,-19,1215,-309,-1569
741,-134,1352,15720,1224,-323,-290,-109,1202,-333,-1598
742,-133,606,16042,876,-88,-7,-109,1139,-311,-1609
743,-135,946,15562,1908,211,564,-97,1166,-331,-1601
744,-132,1673,15976,739,-66,37,-115,1099,-306,-1557
745,-134,1168,15789,1508,-41,154,-125,1138,-298,-1577
746,-131,1131,15961,1372,26,101,-96,1144,-340,-1569
747,-133,959,16266,601,-144,18,-101,1125,-303,-1529
748,-132,1483,15838,1347,99,82,-74,1148,-344,-1554
749,-134,937,15567,1661,-141,133,-110,1064,-244,-1569
750,-132,807,15146,2106,-102,15,-204,1133,-314,-1555
751,-133,1735,16387,560,154,-642,-241,1141,-349,-1508
752,-133,-170,16145,1271,94,-1091,-290,1159,-285,-1563
753,-129,2080,16569,250,-253,-1715,-134,1177,-315,-1595
754,-132,1514,15534,1768,-272,-3275,-301,1273,-326,-1636
755,-132,1582,15540,1577,-337,-3980,-389,1454,-354,-1736
756,-132,875,16279,1015,-362,-4327,-334,1615,-457,-1785
757,-132,1348,16213,1172,-82,-4030,-246,1702,-511,-1823
758,-134,1934,16560,435,-496,-3882,-230,1869,-524,-1915
759,-134,1120,16266,1468,-276,-3963,-152,1960,-562,-1986
760,-135,951,16163,1157,-259,-3356,-282,2041,-606,-2065
761,-132,1019,15832,1578,-237,-2755,-346,2067,-605,-2136
762,-132,926,16152,1429,-231,-2547,-149,2164,-691,-2194
763,-131,994,15986,1261,-115,-2645,-82,2130,-623,-2297
764,-134,625,15959,1513,-56,-1583,-68,2187,-674,-2272
765,-133,1093,16062,1094,-186,-523,-188,2211,-668,-2334
766,-133,1352,16048,834,1,311,-73,2202,-653,-2332
767,-132,835,15852,1369,-78,169,-27,2211,-670,-2335
768,-132,1262,16126,993,14,295,-97,2197,-673,-2393
769,-134,1037,15618,1158,-148,721,76,2183,-629,-2300
770,-132,1466,15780,1270,140,291,-56,2175,-652,-2301
771,-133,785,15788,1408,-182,99,-2,2137,-610,-2313
772,-131,1260,16053,1056,234,206,-89,2135,-610,-2313
773,-132,922,16263,1061,-34,387,-17,2143,-607,-2281
774,-130,633,15640,1332,61,180,-22,2141,-636,-2295
775,-134,395,16289,983,89,671,136,2119,-587,-2319
776,-132,486,15922,1278,23,2111,112,2080,-522,-2304
777,-134,1391,16032,1135,169,3490,224,1970,-490,-2260
778,-134,743,16079,1532,85,4405,168,1910,-546,-2184
779,-131,1042,16406,1015,194,4960,151,1819,-508,-2073
780,-133,833,16011,2022,246,5431,146,1706,-472,-1920
781,-130,1244,15091,2233,219,5359,159,1618,-458,-1829
782,-134,1444,16750,1120,103,5165,253,1477,-472,-1749
783,-134,698,16182,1256,229,5566,282,1332,-412,-1660
784,-131,1974,15556,2190,379,5288,117,1151,-378,-1606
785,-132,1148,15288,2159,50,5553,324,902,-368,-1468
786,-132,1339,16428,1140,450,5475,274,656,-298,-1401
787,-132,205,16097,879,188,4939,35,299,-313,-1551
788,-132,439,15963,904,82,4307,261,122,-331,-1575
789,-133,3567,16495,2332,-87,3745,228,12,-425,-1680
790,-134,2074,16263,837,89,3532,66,-72,-520,-1839
791,-131,1062,15817,2153,265,3813,99,-183,-456,-1978
792,-132,2181,15817,1973,-8,4122,105,-126,-582,-2127
793,-133,582,16145,1581,436,3500,-102,-133,-576,-2333
794,-131,2735,15978,1468,-58,2391,329,-63,-629,-2455
795,-131,1703,17189,236,72,1467,-33,-64,-628,-2500
796,-132,1775,15280,2220,12,659,-87,37,-726,-2461
797,-133,1069,16139,404,-208,-147,26,109,-741,-2518
798,-132,853,15625,1558,73,-82,-74,46,-668,-2473
799,-132,1162,16233,694,-102,95,-44,61,-720,-2421
800,-132,1046,15839,1452,24,105,-45,48,-681,-2491
801,-131,1185,16154,722,-139,129,-32,103,-750,-2519
802,-131,1093,15713,1378,-19,113,-40,49,-716,-2509
803,-132,1183,16137,818,-65,139,-23,73,-745,-2457
804,-130,448,15821,1471,-69,989,170,40,-679,-2571
805,-132,1391,15485,1177,337,249,-140,126,-778,-2533
806,-133,1688,15907,1225,-392,-430,-62,37,-711,-2504
807,-133,513,16383,475,43,-316,66,7,-746,-2476
808,-132,871,15522,1954,15,514,-39,56,-711,-2528
809,-133,1656,16142,969,370,-74,-360,78,-733,-2486
810,-134,1152,16807,242,-211,-920,-180,8,-661,-2530
811,-132,17,16098,450,270,-585,53,119,-838,-2458
812,-134,2446,15536,1147,-154,-1129,-162,157,-846,-2404
813,-132,1174,16395,708,-156,-2233,-119,250,-917,-2404
814,-132,78,15966,1777,-312,-2650,-219,204,-906,-2212
815,-134,-68,16639,363,-115,-2630,-238,157,-813,-2100
816,-135,1098,16208,1182,-106,-2670,-51,201,-817,-1977
817,-133,735,16375,970,-191,-3014,-192,310,-860,-1856
818,-132,1192,16583,676,-147,-3537,-225,393,-887,-1710
819,-135,952,16043,1313,-276,-4009,-223,566,-895,-1562
820,-134,217,16111,1222,-175,-4169,-164,780,-853,-1531
821,-133,374,15666,1699,-278,-4092,-200,1141,-981,-1450
822,-134,1202,16040,1466,-282,-4261,-248,1359,-950,-1433
823,-137,1318,16081,1067,-305,-4176,-160,1593,-1012,-1519
824,-131,1226,15739,1576,-405,-3977,-333,1820,-1086,-1586
825,-133,1278,15688,1759,-236,-3528,-304,1971,-1120,-1642
826,-133,1187,16275,724,-126,-3413,-249,2155,-1145,-1653
827,-133,1572,15928,1304,-265,-3358,-282,2252,-1149,-1727
828,-131,1846,15904,1045,-182,-3364,-242,2309,-1168,-1838
829,-133,813,15784,1659,-273,-3270,-157,2398,-1188,-1883
830,-132,1103,16171,1409,-148,-3306,-271,2507,-1191,-1938
831,-132,502,16002,1379,-237,-2802,-134,2566,-1191,-2017
832,-135,523,16161,1366,-119,-2707,-170,2586,-1240,-2098
833,-132,877,15520,1546,-206,-2336,-138,2619,-1185,-2186
834,-133,659,15848,1293,-222,-2137,-108,2613,-1215,-2181
835,-133,722,16596,1109,-114,-1746,-93,2674,-1204,-2222
836,-134,1172,16477,757,-280,-1107,-31,2683,-1229,-2262
837,-132,1703,16088,1241,-237,-742,-65,2693,-1206,-2383
838,-132,1477,15990,1043,-131,-587,-40,2707,-1207,-2360
839,-132,841,16044,1495,-63,-659,-86,2707,-1213,-2408
840,-133,209,15579,1741,101,-181,38,2673,-1220,-2342
841,-133,1531,16047,655,-58,151,54,2704,-1219,-2343
842,-131,1236,15905,1011,-45,166,-8,2694,-1205,-2392
843,-134,1021,15892,1576,-94,320,46,2663,-1216,-2342
844,-132,1089,16232,872,-123,554,54,2643,-1212,-2359
845,-129,1551,15829,1463,-2,129,18,2680,-1196,-2352
846,-132,1159,16109,892,-134,94,33,2685,-1154,-2380
847,-130,1266,15911,1524,25,133,-9,2664,-1176,-2334
848,-133,1200,16172,1063,-104,96,15,2688,-1194,-2436
849,-130,1307,15913,1378,-59,128,-3,2670,-1201,-2380
850,-132,1203,16183,1058,-59,108,12,2660,-1165,-2333
851,-130,1282,16006,1392,-53,117,3,2696,-1193,-2386
852,-134,1245,16092,993,-66,113,11,2642,-1198,-2317
853,-131,1267,15986,1324,-62,118,4,2658,-1169,-2357
854,-133,1237,16096,1193,-40,108,6,2678,-1174,-2363
855,-133,1236,15970,1227,-80,108,10,2688,-1166,-2366
856,-131,1231,16040,1154,-57,122,3,2670,-1195,-2298
857,-134,1243,16065,1288,-64,114,19,2680,-1178,-2321
858,-131,1246,16065,1240,-46,109,-4,2650,-1195,-2321
859,-130,1242,16001,1144,-98,110,9,2676,-1175,-2293
860,-129,1246,16032,1211,-51,102,8,2672,-1139,-2294
861,-133,1247,16100,1265,-51,114,13,2672,-1175,-2328
862,-130,1249,16003,1184,-47,118,5,2665,-1144,-2335
863,-131,1245,16097,1255,-48,109,3,2654,-1140,-2361
864,-131,1256,16015,1215,-79,128,5,2671,-1150,-2387
865,-131,1253,16025,1140,-52,119,10,2661,-1151,-2348
866,-133,1242,16061,1280,-48,120,17,2661,-1145,-2318
867,-131,1247,16083,1264,-50,103,3,2678,-1132,-2289
